país,medio,canal,fecha_hora,segmento,marca,versión,duración,valor_dolares
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 20:37:58+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA B,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 20:46:49+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA M8,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 20:46:50+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA M8,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 20:51:56+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA A8,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 21:00:39+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA A9,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 21:14:44+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA Z,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 21:18:51+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA A4,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 21:45:46+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA M9,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 22:06:44+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA S4,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 22:09:39+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA R5,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 22:09:40+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA R5,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 22:16:44+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA S3,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 22:50:10+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA E4,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 23:04:36+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA U8,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 23:04:36+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA U8,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 23:04:47+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA T6,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 23:14:13+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA B5,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-28 23:22:18+00,Primetime,WINNERX,2024-08-28 JORNADA ESPORTIVA A3,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 00:33:12+00,Primetime,WINNERX,LIGAS DA EUROPA,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 06:08:11+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 06:12:54+00,Greytime,LUCKY LINE,2024-08-29 TIRO DE META A3,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 06:14:16+00,Greytime,LUCKY LINE,2024-08-29 TIRO DE META A1,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 09:40:05+00,Day,SEVEN WAGERS,2024-08-29 PROGRAMA ACIR ANTAO,63,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 11:31:47+00,Day,LUCKY LINE,2024-08-29 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 11:58:36+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Jornal FM,2024-08-29 12:17:55+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 12:20:30+00,Day,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 13:00:35+00,Day,LUCKY LINE,2024-08-29 RADIO ESPORTES,2,
BRASIL,RD,Rádio Jornal FM,2024-08-29 14:37:41+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Jornal FM,2024-08-29 15:14:11+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Jornal FM,2024-08-29 16:02:22+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Jornal FM,2024-08-29 16:36:52+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 17:40:39+00,Day,SEVEN WAGERS,2024-08-29 ITATIAIA PATRULHA-BH,40,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 18:04:20+00,Primetime,WINNERX,2024-08-29 TURMA DO BATE BOLA,3,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 18:34:00+00,Primetime,SEVEN WAGERS,MAIS DE 4 MIL JOGOS,58,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 18:47:28+00,Primetime,SEVEN WAGERS,JOGOS ON LINE,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 18:48:58+00,Primetime,WINNERX,2024-08-29 TURMA DO BATE BOLA S,28,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 18:59:57+00,Primetime,WINNERX,2024-08-29 TURMA DO BATE BOLA,3,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 20:04:39+00,Primetime,WINNERX,2024-08-29 BASTIDORES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 20:08:10+00,Primetime,WINNERX,2024-08-29 BASTIDORES S,23,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 20:54:34+00,Primetime,WINNERX,2024-08-29 BASTIDORES N,25,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-29 20:56:36+00,Primetime,WINNERX,2024-08-29 BASTIDORES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 06:10:35+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Jornal FM,2024-08-30 06:19:00+00,Greytime,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 06:20:10+00,Greytime,LUCKY LINE,2024-08-30 TIRO DE META,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 06:21:47+00,Greytime,LUCKY LINE,2024-08-30 TIRO DE META S,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 09:32:23+00,Day,SEVEN WAGERS,2024-08-30 PROGRAMA ACIR ANTAO W,66,0
BRASIL,RD,Rádio Jornal FM,2024-08-30 09:38:14+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Jornal FM,2024-08-30 10:07:47+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 11:32:00+00,Day,LUCKY LINE,2024-08-30 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 11:43:04+00,Day,LUCKY LINE,2024-08-30 RADIO ESPORTES G,7,
BRASIL,RD,Rádio Jornal FM,2024-08-30 11:45:08+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 11:59:31+00,Day,LUCKY LINE,2024-08-30 RADIO ESPORTES B6,3,0
BRASIL,RD,Rádio Jornal FM,2024-08-30 12:23:11+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 12:32:28+00,Day,SEVEN WAGERS,MAIS DE 4 MIL JOGOS,58,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 12:57:12+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 12:59:45+00,Day,LUCKY LINE,2024-08-30 RADIO ESPORTES,2,
BRASIL,RD,Rádio Jornal FM,2024-08-30 16:05:23+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Jornal FM,2024-08-30 17:18:54+00,Day,STAY TUNED,NOVA PARABOLICA R,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 17:40:26+00,Day,SEVEN WAGERS,2024-08-30 ITATIAIA PATRULHA-BH,61,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 18:04:57+00,Primetime,WINNERX,2024-08-30 TURMA DO BATE BOLA D,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 18:35:57+00,Primetime,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 18:50:36+00,Primetime,SEVEN WAGERS,MAIS DE 4 MIL JOGOS,58,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 18:54:21+00,Primetime,WINNERX,2024-08-30 TURMA DO BATE BOLA D3,24,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 18:59:55+00,Primetime,WINNERX,2024-08-30 TURMA DO BATE BOLA D,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 20:04:30+00,Primetime,WINNERX,2024-08-30 BASTIDORES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 20:08:05+00,Primetime,WINNERX,2024-08-30 BASTIDORES S,26,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-30 20:54:31+00,Primetime,WINNERX,2024-08-30 BASTIDORES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 06:11:09+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 06:13:21+00,Greytime,LUCKY LINE,2024-08-31 TIRO DE META,8,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 06:16:45+00,Greytime,LUCKY LINE,2024-08-31 TIRO DE META D,8,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 06:25:00+00,Greytime,WINNERX,2024-08-31 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 09:28:10+00,Day,LUCKY7,2024-08-31 PROGRAMA ACIR  ANTAO,68,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 11:31:36+00,Day,LUCKY LINE,2024-08-31 RADIO ESPORTES D,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 11:36:46+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 11:38:37+00,Day,LUCKY LINE,2024-08-31 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 11:58:47+00,Day,LUCKY LINE,2024-08-31 RADIO ESPORTES S,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 18:26:19+00,Primetime,SEVEN WAGERS,MAIS DE 4 MIL JOGOS,58,
BRASIL,RD,Rádio Itatiaia BH,2024-08-31 18:50:59+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 00:30:20+00,Primetime,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 02:38:00+00,Greytime,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 03:41:04+00,Greytime,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 04:41:42+00,Greytime,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 05:43:42+00,Greytime,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 06:10:03+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 07:57:06+00,Greytime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 08:56:02+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 09:34:43+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 10:31:23+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 11:20:41+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:11:09+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA C1,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:20:02+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA D,8,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:21:49+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA D1,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:31:25+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA D2,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:41:54+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA E2,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 16:45:02+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA F,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:04:27+00,Day,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:21:52+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA N,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:31:19+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA N7,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:42:51+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA M8,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:50:17+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA N8,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-18 17:50:54+00,Day,WINNERX,2024-08-18 JORNADA ESPORTIVA M9,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 06:21:05+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 09:51:43+00,Day,SEVEN WAGERS,2024-08-19 PROGRAMA ACIR ANTAO,71,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 11:32:03+00,Day,LUCKY LINE,2024-08-19 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 11:36:26+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 12:00:20+00,Day,LUCKY LINE,2024-08-19 RADIO ESPORTES R,32,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 12:25:01+00,Day,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 12:36:42+00,Day,LUCKY LINE,2024-08-19 RADIO ESPORTES M,12,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 12:55:14+00,Day,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 12:59:04+00,Day,LUCKY LINE,2024-08-19 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 18:04:15+00,Primetime,WINNERX,2024-08-16 TURMA DO BATE BOLA,3,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 18:17:10+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 18:36:11+00,Primetime,WINNERX,2024-08-19 TURMA DO BATE BOLA,34,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 18:36:50+00,Primetime,SEVEN WAGERS,JOGOS ON LINE,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 18:59:41+00,Primetime,WINNERX,2024-08-19 TURMA DO BATE BOLA A,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 19:46:42+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA B,10,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 20:13:15+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA C,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 20:16:35+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA C2,7,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 20:21:23+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA D,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 20:50:23+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA E,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 21:04:15+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA F,10,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 21:10:07+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA F1,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 21:18:13+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA F2,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 21:31:23+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA G,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 21:36:52+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA G1,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 22:24:46+00,Primetime,WINNERX,2024-08-19 JORNADA ESPORTIVA H3,18,
BRASIL,RD,Rádio Itatiaia BH,2024-08-19 23:20:04+00,Primetime,WINNERX,PONTOS CORRIDOS,30,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 06:18:20+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 08:36:29+00,Day,WINNERX,MALANDRINHA DA KTO,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 09:39:41+00,Day,SEVEN WAGERS,2024-08-20 PROGRAMA ACIR ANTAO,79,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 11:31:32+00,Day,LUCKY LINE,2024-08-20 RADIO ESPORTES M,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 11:45:40+00,Day,LUCKY LINE,2024-08-20 RADIO ESPORTES,26,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 12:05:19+00,Day,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 12:52:44+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 13:00:40+00,Day,LUCKY LINE,2024-08-20 RADIO ESPORTES M,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 17:36:33+00,Day,SEVEN WAGERS,2024-08-20 ITATIAIA PATRULHA,68,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 18:04:40+00,Primetime,WINNERX,2024-08-20 TURMA DO BATE BOLA,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 18:06:10+00,Primetime,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 18:28:25+00,Primetime,WINNERX,2024-08-20 TURMA DO BATE BOLA S,35,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 18:52:54+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 18:55:17+00,Primetime,WINNERX,2024-08-20 TURMA DO BATE BOLA,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 19:05:09+00,Primetime,LUCKY LINE,2024-08-20 MESA REDONDA,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 21:24:18+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA,8,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 21:40:06+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA A4,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 21:49:32+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA S,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 22:02:27+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA A6,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 22:08:50+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA H8,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 22:21:06+00,Primetime,WINNERX,MALANDRINHA DA KTO,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 22:41:20+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA Z1,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 22:58:48+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA M9,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 23:00:22+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA Z,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 23:13:56+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA N6,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 23:20:22+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA J7,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-20 23:20:58+00,Primetime,WINNERX,2024-08-20 JORNADA ESPORTIVA M0,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 06:18:56+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 06:22:45+00,Greytime,LUCKY LINE,2024-08-21 TIRO DE META,14,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 09:31:11+00,Day,SEVEN WAGERS,2024-08-21 PROGRAMA ACIR ANTAO,86,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 11:31:54+00,Day,LUCKY LINE,2024-08-21 RADIO ESPORTES N,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 11:39:50+00,Day,LUCKY LINE,2024-08-21 RADIO ESPORTES,7,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 12:03:18+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 12:38:29+00,Day,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 12:43:44+00,Day,WINNERX,MALANDRINHA DA KTO,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 13:00:05+00,Day,LUCKY LINE,2024-08-21 RADIO ESPORTES N,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:03:32+00,Primetime,WINNERX,2024-08-21TURMA DO BATE BOLA,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:05:48+00,Primetime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:09:04+00,Primetime,LUCKY LINE,2024-08-21TURMA DO BATE BOLA,3,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:28:48+00,Primetime,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:42:49+00,Primetime,WINNERX,2024-08-21TURMA DO BATE BOLA S,32,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 18:48:41+00,Primetime,WINNERX,2024-08-21TURMA DO BATE BOLA,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:10:10+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA M9,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:12:22+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA M8,3,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:21:45+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA N7,6,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:22:55+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA N6,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:30:37+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA S,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:42:35+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA I8,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 19:42:39+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA Y6,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:17:11+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA N,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:26:48+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA T6,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:36:22+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA A5,4,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:36:39+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA KI,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:46:15+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA K0,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 20:47:42+00,Primetime,WINNERX,2024-08-21 JORNADA ESPORTIVA M5,1,
BRASIL,RD,Rádio Itatiaia BH,2024-08-21 21:13:10+00,Primetime,WINNERX,MALANDRINHA DA KTO,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 06:16:12+00,Greytime,LUCKY LINE,2024-08-22 TIRO DE META,5,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 06:17:56+00,Greytime,LUCKY LINE,2024-08-22 TIRO DE META S,12,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 06:20:04+00,Greytime,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 08:04:25+00,Day,WINNERX,MALANDRINHA DA KTO,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 11:32:00+00,Day,LUCKY LINE,2024-08-22 RADIO ESPORTES,2,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 11:37:25+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 11:40:10+00,Day,LUCKY LINE,2024-08-22 RADIO ESPORTES M,3,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 12:06:55+00,Day,LUCKY LINE,2024-08-22 RADIO ESPORTES C5,30,0
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 12:42:20+00,Day,LUCKY LINE,BETFAIT VEMPROJOGO A PART 17/7,29,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 12:56:11+00,Day,SEVEN WAGERS,BET7K A,56,
BRASIL,RD,Rádio Itatiaia BH,2024-08-22 12:59:38+00,Day,LUCKY LINE,2024-08-22 RADIO ESPORTES N,4,
